Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,industrials_Open,industrials_High,industrials_Low,industrials_Close,industrials_Adj Close,industrials_Volume,industrials_log_return,industrials_realized_volatility,min_1k_count,pessimistic_doubtful,angry,fearful_concerned,euphoric_excited,bearish,bullish,happy,sad,mistrustful,positive,annoyed_frustrated,optimistic,negative,1m_rv,1w_rv,1y_rv,2w_rv,3m_rv,6m_rv,active_count
2018-07-23,7393.5,7800.0,7369.86,7719.62,12572.45317,8.951520419009412,74.26000213623047,74.29000091552734,73.83999633789062,73.9800033569336,66.76380157470703,7822000,-0.0061986327904781,0.4500031085968621,1640,248.0,69.0,176.0,348.0,339.0,732.0,105.0,16.0,18.0,2439.0,20.0,1052.0,2997.0,59.5229387214262,65.9390211248735,102.844331716143,65.2529761323016,60.9621581414414,91.661001053262,711244
2018-07-24,7712.46,8496.96,7691.14,8403.83,18707.41156,9.036442833297656,74.36000061035156,74.72000122070312,73.95999908447266,74.29000091552734,67.04357147216797,12140400,0.0041815337068715,0.4236328880460149,1638,318.0,82.0,260.0,479.0,469.0,1090.0,171.0,27.0,24.0,3292.0,15.0,1394.0,4132.0,60.359557791499,63.428236635704,102.948035948623,62.6197455153294,61.1610486092443,91.7491124872187,718783
2018-07-25,8394.48,8475.0,8049.22,8174.06,10348.06858,9.008721004444723,74.06999969482422,75.41999816894531,73.94999694824219,75.41999816894531,68.06333923339844,17949600,0.0150961020646951,0.4619541109380654,1637,271.0,79.0,251.0,386.0,329.0,776.0,134.0,41.0,27.0,2691.0,10.0,1294.0,3719.0,60.6445029454891,46.5576526155355,102.802319153698,60.1551187814471,61.1136838597691,91.7139496735154,776373
2018-07-26,8174.06,8314.23,7855.97,7926.0,8091.87166,8.97790377375038,75.26000213623047,76.1500015258789,75.25,76.0,68.58676147460938,15115200,0.0076608727342257,0.4607836167296328,1640,228.0,63.0,213.0,342.0,249.0,588.0,115.0,34.0,26.0,2411.0,15.0,1273.0,3306.0,60.6918399437886,47.7317017562632,102.62776544156,57.2872016319898,60.3516117283578,91.6094056849922,639884
2018-07-27,7926.0,8274.98,7798.48,8183.05,8701.765878,9.009820220737238,76.1500015258789,76.33999633789062,75.6500015258789,76.01000213623047,68.59577941894531,11281500,0.0001315983962149,0.4604487980625057,1639,246.0,84.0,230.0,318.0,266.0,583.0,120.0,23.0,22.0,2170.0,12.0,1073.0,3132.0,61.461150448072,55.3135755268434,102.632528760381,61.0009393216351,60.0313009232706,91.5461241899452,717386
2018-07-30,8216.74,8295.0,7853.01,8160.21,11785.89208,9.007025182921124,76.11000061035156,76.5,75.18000030517578,75.26000213623047,67.91896057128906,13423600,-0.0099161251325821,0.4763678091604882,1641,236.0,60.0,212.0,307.0,267.0,565.0,92.0,28.0,27.0,2115.0,9.0,1082.0,3041.0,55.3662593906626,54.3303590384293,102.42343437847,62.0103308317244,60.0003468482511,90.9712935188688,636111
2018-07-31,8162.28,8162.37,7633.67,7725.43,11994.08614,8.952272763647215,75.83000183105469,76.98999786376953,75.69000244140625,76.91999816894531,69.41700744628906,17709500,0.0218170833659518,0.5492752475116107,1640,250.0,51.0,229.0,281.0,359.0,540.0,125.0,30.0,21.0,2273.0,10.0,1163.0,3239.0,55.9899339577456,48.1459840622588,102.428991183676,61.0055024740202,59.977484172406,90.4740780143547,689933
2018-08-01,7726.85,7761.56,7440.0,7602.01,11406.76844,8.936167964991633,76.62999725341797,76.68000030517578,75.69000244140625,75.87999725341797,68.47846984863281,14214600,-0.0136127880454921,0.5740104154960386,1639,220.0,56.0,205.0,288.0,419.0,472.0,141.0,22.0,26.0,2147.0,9.0,1071.0,3103.0,58.9553805781038,48.8498722402031,102.492384835172,53.9586795283328,60.3984501759816,90.104686998651,705701
2018-08-02,7600.22,7709.98,7455.0,7536.37,5262.236132,8.927495912715491,75.33999633789062,75.87999725341797,75.11000061035156,75.77999877929688,68.38821411132812,10812400,-0.0013187193884824,0.5709505809764868,1639,254.0,59.0,217.0,312.0,315.0,423.0,101.0,23.0,20.0,2136.0,12.0,1166.0,3295.0,58.5251880935238,48.6998106430331,102.446419828132,53.892083112206,60.3445544502417,88.4565462172721,633985
2018-08-03,7535.0,7542.92,7286.41,7416.98,9585.779309,8.9115272452249,75.72000122070312,75.9000015258789,75.37999725341797,75.8499984741211,68.45137786865234,11021500,0.0009232961955412,0.5693923940302799,1636,254.0,103.0,231.0,412.0,348.0,554.0,94.0,33.0,35.0,2351.0,13.0,1106.0,3538.0,58.9640397703414,48.5321356781829,102.486325783446,56.079623456232,60.2715469841836,88.0931960528689,688864
2018-08-06,7028.89,7157.93,6835.06,6936.11,7317.642965,8.84449637761951,75.80999755859375,75.98999786376953,75.5,75.95999908447266,68.55066680908203,5460300,0.0014491882138472,0.5203790653845816,1639,198.0,57.0,173.0,274.0,300.0,421.0,81.0,23.0,16.0,1969.0,10.0,1011.0,2868.0,62.6956325144819,54.7903905728594,101.988637610107,61.4529258500087,60.7565068824788,81.7549027562098,654365
2018-08-07,6932.18,7155.0,6671.0,6717.68,10039.39296,8.812498135813566,76.22000122070312,76.61000061035156,76.01000213623047,76.5,69.0379867553711,8381900,0.0070838669411603,0.5265086208391058,1641,222.0,80.0,245.0,282.0,348.0,511.0,112.0,34.0,24.0,2141.0,8.0,1045.0,3336.0,62.9912619259007,56.2994789788954,101.959113575432,54.4559689153015,60.5759323964687,78.3000711517169,706475
2018-08-08,6717.67,6717.68,6121.0,6283.59,14668.56802,8.745696752180123,76.44999694824219,76.51000213623047,76.05999755859375,76.16000366210938,68.73114776611328,4745200,-0.0044543022649614,0.4867132071702837,1643,196.0,87.0,187.0,281.0,455.0,513.0,95.0,25.0,26.0,2049.0,8.0,1070.0,3103.0,68.3388365154266,68.4973312387029,102.226360508369,60.4795811691709,62.5387548146578,78.812481986777,649542
2018-08-09,6283.89,6627.0,6190.01,6543.76,9484.886705,8.78626720279342,76.13999938964844,76.33999633789062,75.69000244140625,75.73999786376953,68.35211944580078,13085900,-0.0055300442986654,0.4692409525701008,1647,196.0,49.0,177.0,238.0,397.0,475.0,96.0,23.0,19.0,1915.0,9.0,1018.0,2864.0,69.1921137795154,70.3579782396771,102.244708439409,61.9276864617542,62.7271409891179,78.8197982599172,629818
2018-08-10,6544.98,6584.05,5995.75,6139.99,14096.00989,8.722578392475366,75.30000305175781,75.43000030517578,74.86000061035156,75.06999969482422,67.74748229980469,10684800,-0.008885386749168,0.4780005853951602,1649,234.0,67.0,195.0,260.0,376.0,456.0,83.0,19.0,19.0,2043.0,8.0,1040.0,3083.0,68.42265287768,74.3775302606058,102.262537727863,63.5098213656917,62.8944535963764,78.2156734761652,658349
2018-08-13,6311.99,6544.37,6142.2,6252.63,8896.680837,8.740757454218956,75.37999725341797,75.41000366210938,74.51000213623047,74.70999908447266,67.4225845336914,13471800,-0.0048070677864,0.4790776484622947,1650,261.0,79.0,252.0,320.0,464.0,512.0,125.0,28.0,29.0,2258.0,17.0,1142.0,3868.0,69.3397541662564,75.9589848829332,101.865108981468,66.5855087192246,62.0403035417281,77.4504752234685,611686
2018-08-14,6252.63,6254.02,5880.0,6193.62,14235.27018,8.731275008957928,75.0,75.52999877929688,74.94000244140625,75.2300033569336,67.89186096191406,8500500,0.0069361924611071,0.4844463878427815,1647,320.0,118.0,302.0,413.0,776.0,652.0,139.0,42.0,32.0,2641.0,25.0,1307.0,4721.0,71.2658393423922,77.5424388669085,101.889638494286,67.7985286525037,62.61252447863,77.2519606346595,656986
2018-08-15,6194.3,6628.5,6186.02,6272.3,12501.11335,8.743898392519,74.61000061035156,74.98999786376953,73.98999786376953,74.87000274658203,67.56698608398438,20329400,-0.0047968192671286,0.4683944545739054,1645,250.0,77.0,189.0,363.0,462.0,598.0,118.0,36.0,25.0,2391.0,12.0,1215.0,3790.0,73.3367913685389,73.4145419520915,101.861284706734,73.6435496437553,63.2702658767313,76.626321568754,680291
2018-08-16,6273.34,6477.57,6208.37,6313.51,7099.261164,8.75044706078498,75.45999908447266,76.0,75.25,75.81999969482422,68.42432403564453,10447200,0.0126087931359117,0.4945781673130877,1639,229.0,64.0,210.0,269.0,388.0,496.0,92.0,34.0,23.0,2093.0,5.0,1019.0,3209.0,72.5586070228297,69.8935516687475,101.723223760116,73.4875302983618,62.748594558042,76.4656113204904,620626
2018-08-17,6314.08,6584.49,6290.64,6580.15,6635.58159,8.791812820412114,75.63999938964844,76.44000244140625,75.61000061035156,76.27999877929688,68.83944702148438,13993100,0.0060486586661081,0.5002328077061801,1636,202.0,58.0,203.0,268.0,353.0,509.0,94.0,27.0,20.0,2128.0,20.0,1114.0,3151.0,69.988630945696,67.7437683734595,101.601630970702,74.1495203270183,62.8540841860372,75.827625196192,652800
2018-08-20,6481.63,6522.99,6223.9,6260.82,6254.820808,8.742066445930984,76.44000244140625,76.94000244140625,76.4000015258789,76.79000091552734,69.29969024658203,8239300,0.0066636705356399,0.5011810829882962,1621,194.0,61.0,187.0,256.0,302.0,437.0,84.0,39.0,22.0,1836.0,13.0,986.0,2787.0,63.9421644197384,58.0187639216603,101.461567050748,69.3235807110294,62.6259634376094,74.9681671811394,623584
2018-08-21,6260.83,6513.28,6246.05,6479.27,5655.041725,8.776363128679359,76.87999725341797,77.45999908447266,76.87999725341797,77.36000061035156,69.81409454345703,10034000,0.0073954237698616,0.5070399117972134,1615,266.0,71.0,258.0,311.0,369.0,512.0,94.0,27.0,25.0,2202.0,11.0,1214.0,3351.0,63.9983753272963,45.7354665810892,101.456904215467,68.9825757864424,62.5265216612966,74.458319233305,589558
2018-08-22,6478.99,6906.81,6250.0,6355.76,11955.6507,8.757116767346464,77.16000366210938,77.25,76.61000061035156,76.61000061035156,69.13726043701172,7149700,-0.0097422345390691,0.4857750329123573,1604,228.0,80.0,198.0,341.0,364.0,545.0,99.0,40.0,35.0,2114.0,9.0,1073.0,3200.0,65.214369929059,39.293600137383,101.437395640779,59.2308929927849,62.8579097315023,74.2576853462585,637962
2018-08-23,6355.97,6575.99,6344.8,6525.01,4028.433872,8.783397764756769,76.6500015258789,76.6500015258789,76.20999908447266,76.38999938964844,68.938720703125,8336500,-0.0028758349323982,0.4774651133617147,1595,255.0,64.0,196.0,290.0,296.0,464.0,83.0,25.0,24.0,2124.0,14.0,1142.0,3275.0,64.8743172682358,45.0924042974386,101.317287659891,59.0128472805952,62.1931907106897,73.9889357322181,569143
2018-08-24,6525.99,6721.09,6445.32,6692.94,6374.542579,8.80880851847059,76.56999969482422,76.7699966430664,76.36000061035156,76.72000122070312,69.23653411865234,6411600,0.0043106569230015,0.4805415962858386,1594,225.0,73.0,167.0,238.0,278.0,428.0,83.0,22.0,28.0,1896.0,12.0,1045.0,2862.0,62.441421740008,44.9518107255459,101.33391033716,57.6645674066862,61.8527214623659,73.7603155172538,632119
2018-08-27,6700.13,6944.47,6641.35,6904.51,5863.688248,8.839930100255156,77.0999984741211,77.70999908447266,77.01000213623047,77.69000244140625,70.11190795898438,9767500,0.0125641339009741,0.490276329045396,1571,184.0,67.0,221.0,264.0,296.0,544.0,85.0,24.0,29.0,1895.0,12.0,959.0,2999.0,61.0257736338168,43.3967545125175,101.281593867671,51.4848853459932,61.8418852738727,72.5817782001889,664754
2018-08-28,6911.7,7125.28,6861.17,7080.94,8222.247652,8.865161946236409,77.83999633789062,77.91999816894531,77.47000122070312,77.52999877929688,69.967529296875,8440600,-0.0020616379013489,0.4067901987787735,1568,222.0,65.0,200.0,314.0,299.0,647.0,122.0,32.0,21.0,2125.0,10.0,967.0,2704.0,61.9823107158158,45.6683810953975,101.344450080723,45.9611557495135,62.2704655203556,72.6836228867312,663712
2018-08-29,7079.46,7124.06,6890.0,7032.96,5730.978927,8.858362948818504,77.58999633789062,77.7300033569336,77.36000061035156,77.58999633789062,70.02167510986328,6339000,0.0007735632216894,0.3689902031141421,1555,194.0,51.0,199.0,260.0,272.0,576.0,98.0,18.0,15.0,1915.0,6.0,924.0,2696.0,62.2572589034589,40.9587212837103,101.279799376933,40.4326640043581,62.0779505613352,72.5238254589326,669393
2018-08-30,7034.47,7055.97,6792.85,6984.01,6875.261972,8.851378529362629,77.41999816894531,77.61000061035156,76.86000061035156,77.05000305175781,69.53435516357422,10145600,-0.00698390433402,0.3789738636198321,1550,237.0,74.0,232.0,307.0,364.0,517.0,114.0,21.0,26.0,2235.0,8.0,1072.0,3194.0,62.4363987897177,35.3070684289709,101.245971400409,41.3387417548297,61.7455437372136,72.3696796485126,621109
2018-08-31,6984.34,7101.03,6879.0,7017.35,5790.380506,8.856140932873991,76.86000061035156,77.23999786376953,76.79000091552734,77.0999984741211,69.57946014404297,7192400,0.000648659404753,0.3788834252658912,1548,159.0,78.0,211.0,278.0,258.0,460.0,85.0,24.0,29.0,1853.0,5.0,892.0,2789.0,62.0010003029514,35.6476537228471,101.236901264429,41.1183359006535,61.7041084532423,72.2150965872313,650921
2018-09-04,7261.29,7411.85,7231.0,7361.0,4531.147804,8.903951072058707,76.80999755859375,77.0999984741211,76.6500015258789,77.04000091552734,69.52532958984375,8597700,-0.0007784814047147,0.3785702636664596,1548,223.0,60.0,233.0,274.0,275.0,575.0,89.0,23.0,22.0,2073.0,11.0,1106.0,2900.0,57.8336726160642,25.1609351216463,100.996172878831,37.1846019133905,61.624823148788,71.7831630193813,629613
2018-09-05,7353.48,7387.0,6650.0,6679.3,12408.79699,8.80676847062063,76.91000366210938,77.61000061035156,76.70999908447266,77.58999633789062,70.02167510986328,10761300,0.0071137263339817,0.3786591447459969,1547,192.0,77.0,212.0,312.0,481.0,592.0,84.0,29.0,20.0,2218.0,15.0,1100.0,3538.0,57.3122070206951,39.3445784270851,100.964885249044,40.8557661611149,61.9909449015763,71.8980743591501,663893
2018-09-06,6671.95,6705.59,6253.29,6493.09,14674.02367,8.778493813493586,77.63999938964844,78.05999755859375,77.5,77.83000183105469,70.23826599121094,8083000,0.003088478789988,0.3764932739425172,1542,253.0,102.0,264.0,356.0,553.0,592.0,102.0,38.0,36.0,2236.0,11.0,1098.0,3840.0,67.3938495931777,82.3258870904715,101.370681691172,66.8672720053444,65.2375883183106,73.0528258462637,666432
2018-09-07,6488.01,6525.0,6322.0,6400.0,6541.967471,8.764053269347762,77.62000274658203,77.94999694824219,77.18000030517578,77.58999633789062,70.02167510986328,11039700,-0.003088478789988,0.3720301709062252,1540,216.0,58.0,242.0,273.0,368.0,413.0,92.0,24.0,27.0,1839.0,9.0,936.0,2929.0,67.157745949426,81.5103546431686,101.366481710992,66.0465406652294,65.2002347521488,72.5764462487195,689969
2018-09-10,6238.99,6351.13,6223.9,6301.99,5371.725307,8.748620735518118,77.88999938964844,78.30000305175781,77.88999938964844,77.98999786376953,70.38265991210938,9550200,0.0051420802436812,0.3606523284369857,1545,165.0,61.0,231.0,258.0,377.0,432.0,79.0,24.0,24.0,1715.0,16.0,903.0,2904.0,60.544620052553,77.9316377202262,101.144930470157,67.0923880500414,64.1310972926597,70.6008456291332,614032
2018-09-11,6303.99,6405.0,6162.06,6279.99,7076.79726,8.745123667104288,77.6500015258789,78.19999694824219,77.47000122070312,77.97000122070312,70.36460876464844,6945600,-0.0002564329737548,0.3555445561541474,1546,223.0,75.0,228.0,286.0,398.0,446.0,91.0,27.0,20.0,1959.0,20.0,1040.0,3337.0,58.2383140141717,76.6430112510579,101.133185900752,63.2887139492278,62.9099522878147,70.111701337017,651085
2018-09-12,6274.6,6350.0,6192.89,6322.45,4282.159601,8.751862070248714,77.93000030517578,78.52999877929688,77.7699966430664,78.20999908447266,70.58119201660156,10906200,0.0030733519299364,0.3468046028338771,1547,263.0,85.0,217.0,335.0,470.0,474.0,113.0,40.0,22.0,2192.0,12.0,1151.0,3668.0,57.620658163806,74.1087060145553,101.11179538222,62.500909152253,62.8338463139558,69.2501353904623,599341
2018-09-13,6326.83,6537.46,6324.37,6485.7,6985.347475,8.77735503232853,78.58999633789062,78.95999908447266,78.38999938964844,78.68000030517578,71.00536346435547,8849000,0.0059914924920478,0.3497422078473766,1548,231.0,94.0,225.0,282.0,339.0,521.0,99.0,22.0,26.0,2174.0,15.0,1143.0,3226.0,58.0396626520947,35.5204036633533,100.785711873509,64.0165057244498,62.3193242038607,69.1110224792542,607968
2018-09-14,6482.95,6587.0,6384.36,6476.51,4598.020983,8.77593706401297,78.69999694824219,79.12999725341797,78.44000244140625,79.06999969482422,71.3573226928711,8478500,0.0049445348237169,0.317743787998773,1545,198.0,40.0,168.0,247.0,299.0,435.0,84.0,34.0,26.0,1847.0,7.0,983.0,2706.0,55.6109362882906,36.1927910301469,100.321690912741,63.9442902685405,62.0463639018883,68.6736982426781,620756
2018-09-17,6499.28,6530.24,6200.0,6254.52,4386.887725,8.741059681347341,79.02999877929688,79.44000244140625,78.95999908447266,79.0999984741211,71.3843765258789,8368500,0.0003793232598319,0.3085053025250568,1553,159.0,59.0,188.0,253.0,334.0,421.0,86.0,22.0,20.0,1647.0,10.0,855.0,2744.0,52.7191360954752,26.5676778019178,98.4695421106095,61.8247379904196,61.9210260841708,66.9064199055018,631051
2018-09-18,6251.49,6390.0,6226.63,6332.34,4196.473148,8.753425115074196,79.27999877929688,80.0,78.93000030517578,79.81999969482422,72.03414154052734,8691000,0.0090612403141845,0.3180582070971015,1554,174.0,64.0,158.0,224.0,307.0,364.0,85.0,26.0,14.0,1533.0,9.0,830.0,2552.0,53.0752520087619,32.5307566195902,98.174559364983,62.0802713502826,62.0163620523307,66.4925509004615,638226
2018-09-19,6330.0,6510.0,6100.0,6388.4,7232.08338,8.762239124782154,79.73999786376953,80.25,79.6500015258789,79.75,71.97097778320312,7938300,-0.0008773541323341,0.3043029415902944,1553,131.0,53.0,158.0,225.0,272.0,391.0,94.0,14.0,13.0,1456.0,5.0,747.0,2268.0,52.8640118725636,32.7336123692425,98.119754579845,60.1080743678304,61.6769594090904,65.2383057037685,631534
2018-09-20,6388.4,6535.11,6333.63,6492.98,5177.645104,8.778476872263484,80.12000274658203,80.41000366210938,79.54000091552734,79.87000274658203,72.07928466796875,11466900,0.0015036056524992,0.279089802788147,1549,171.0,55.0,148.0,232.0,245.0,389.0,96.0,20.0,15.0,1599.0,11.0,850.0,2425.0,52.8130996620483,29.1535058651279,98.1108710425024,32.4795524661896,61.6638691807854,65.0167938254135,628575
2018-09-21,6492.98,6775.34,6483.83,6749.45,8569.985873,8.817216299065297,79.75,80.0,79.62999725341797,80.0,72.54537200927734,15133900,0.0016262873564283,0.2774851261334956,1550,194.0,52.0,190.0,264.0,247.0,555.0,90.0,25.0,23.0,1788.0,9.0,807.0,2534.0,54.0544608489558,38.210346756146,98.0437955413537,37.3023246327275,62.0232389290492,64.8615004789654,715374
2018-09-24,6703.37,6721.68,6550.96,6581.52,4030.72562,8.792021000681784,79.5,79.5999984741211,78.55000305175781,78.62999725341797,71.30303955078125,11999600,-0.0172733636009168,0.3484494672932213,1553,163.0,42.0,135.0,191.0,242.0,374.0,72.0,13.0,13.0,1422.0,5.0,675.0,2088.0,51.5350953864327,37.8564207171644,97.837371410131,32.7802927291245,59.6445445848051,64.2801693746679,614666
2018-09-25,6578.7,6579.59,6324.96,6428.99,8206.617005,8.768572728688618,78.7300033569336,78.83000183105469,78.30999755859375,78.38999938964844,71.08539581298828,12369600,-0.0030569106584232,0.3127924964116813,1556,189.0,60.0,188.0,252.0,306.0,429.0,77.0,16.0,20.0,1688.0,9.0,869.0,2455.0,51.83694363351,40.7980799275715,97.8030758444878,37.0014296467879,59.5812105144094,64.2163449380657,648239
2018-09-26,6428.09,6540.0,6379.44,6461.51,4295.926741,8.773618315592309,78.55999755859375,78.83999633789062,78.19000244140625,78.33999633789062,71.04004669189453,11426200,-0.0006380789232114,0.3118156481115089,1554,173.0,53.0,140.0,217.0,225.0,403.0,83.0,19.0,21.0,1584.0,10.0,814.0,2197.0,51.9920960108084,41.2219739946583,97.7515703701638,37.2553575199149,59.5573949475097,63.9245302870969,628106
2018-09-27,6454.32,6736.85,6431.95,6681.62,5664.852113,8.807115752098749,78.54000091552734,78.81999969482422,78.19000244140625,78.44999694824219,71.13980865478516,8504200,0.0014031587870375,0.3121643345537434,1555,128.0,52.0,143.0,215.0,215.0,460.0,66.0,21.0,25.0,1620.0,3.0,782.0,2213.0,52.1234048672318,41.4764066680373,97.6844317633881,35.9636814592366,59.5006228333997,63.6916905323884,633984
2018-09-28,6684.5,6792.28,6525.67,6610.76,7642.049364,8.796453903543458,78.2699966430664,78.58000183105469,78.12999725341797,78.4000015258789,71.09449005126953,7545400,-0.0006374934592638,0.2996123916674272,1553,139.0,39.0,115.0,185.0,218.0,453.0,63.0,19.0,20.0,1463.0,8.0,740.0,2038.0,51.1263650698932,36.6059984368312,97.5972516121392,37.4902977056699,59.6502416807246,63.7519665789875,673169
2018-10-01,6597.79,6638.15,6477.57,6571.2,4796.040132,8.790451743202293,79.36000061035156,79.55000305175781,78.80999755859375,79.08999633789062,71.72018432617188,16832100,0.0087624514091571,0.3192028608924954,1553,120.0,28.0,136.0,184.0,211.0,388.0,74.0,20.0,18.0,1329.0,6.0,688.0,1847.0,51.045490879361,35.940501169046,97.5333869670273,37.3403938885432,57.4241608926018,61.6424462606556,672466
2018-10-02,6569.32,6597.0,6447.28,6500.0,4116.133424,8.779557455883728,79.05000305175781,79.41000366210938,78.80000305175781,79.2699966430664,71.88339233398438,8523700,0.0022733062727064,0.3203353114450876,1555,146.0,49.0,132.0,206.0,236.0,388.0,72.0,22.0,22.0,1490.0,4.0,715.0,2073.0,50.4499007830031,27.422075161776,97.5051073744319,34.7424855884689,57.2069168070824,61.4287053756121,678534
2018-10-03,6500.0,6510.0,6396.34,6456.77,4774.763282,8.772884471734965,79.5999984741211,80.0199966430664,79.43000030517578,79.5999984741211,72.18265533447266,10534900,0.0041543691800374,0.3119625781130654,1558,124.0,35.0,136.0,188.0,257.0,382.0,62.0,16.0,13.0,1449.0,8.0,723.0,2143.0,50.4725650489834,27.9587962078252,97.4835314739692,35.3083552974665,56.9182610216637,61.0242174297485,693998
2018-10-04,6454.81,6604.89,6450.58,6547.56,3832.700489,8.786847740142857,79.43000030517578,79.75,78.73999786376953,79.33999633789062,71.9468765258789,12520900,-0.0032717047519854,0.312258965007726,1556,143.0,54.0,135.0,235.0,201.0,384.0,79.0,19.0,22.0,1533.0,6.0,781.0,2202.0,50.6349149189198,28.0731709690885,97.4745565673391,35.4269779172722,56.8762255775511,60.5572423491178,642385
2018-10-05,6548.83,6641.35,6510.0,6582.12,3807.269282,8.792112160877657,79.38999938964844,79.75,78.5199966430664,78.93000030517578,71.5750732421875,14165500,-0.0051809813422973,0.3166272620331416,1559,160.0,59.0,155.0,234.0,205.0,425.0,84.0,24.0,25.0,1541.0,10.0,735.0,2241.0,48.882917424219,21.0167168719547,97.4367160193699,29.9441631839977,56.7431439607543,60.0015359422664,688104
2018-10-08,6574.15,6656.63,6541.06,6604.75,4079.044249,8.795544366126542,78.9000015258789,79.19999694824219,78.30999755859375,79.12999725341797,71.7564468383789,9359700,0.0025306473246358,0.3115634422955225,1557,129.0,36.0,127.0,190.0,187.0,420.0,56.0,20.0,7.0,1275.0,9.0,616.0,1723.0,32.1000594886276,16.2948148416986,97.3277028328994,27.93723463801,56.3973035862863,59.5802072205427,646069
2018-10-09,6604.76,6623.14,6553.13,6588.8,2254.95027,8.793126516833471,78.9000015258789,79.0199966430664,77.9000015258789,77.91000366210938,70.65011596679688,11606800,-0.0155376735642356,0.3679525334741576,1558,161.0,49.0,140.0,200.0,183.0,361.0,50.0,18.0,15.0,1319.0,7.0,658.0,2052.0,30.1991785391125,16.4907592345642,97.2730576850832,22.6838488228224,56.3803078390224,59.387461006661,621377
2018-10-10,6588.72,6589.79,6387.91,6517.55,5177.06676,8.78225381743147,77.7699966430664,77.7699966430664,75.19000244140625,75.4000015258789,68.37401580810547,34050400,-0.0327470660960909,0.5514880011495074,1561,174.0,53.0,144.0,221.0,236.0,372.0,76.0,17.0,29.0,1392.0,13.0,683.0,2191.0,29.9066502474036,14.4600707298103,97.1996040717766,22.3111058332154,55.7035409637113,59.1768848285897,642587
2018-10-11,6517.55,6520.43,6055.28,6152.76,9616.239584,8.724656040616525,74.91000366210938,75.56999969482422,73.19999694824219,73.41000366210938,66.56944274902344,54550500,-0.0267470792426403,0.6418860862171295,1561,195.0,79.0,184.0,295.0,402.0,498.0,66.0,31.0,19.0,1661.0,8.0,784.0,2783.0,33.5964040410572,31.2431071579227,97.295101850403,30.4375518444045,55.9701186318907,59.4099015848947,686801
2018-10-12,6152.76,6243.79,6109.79,6185.15,3246.381557,8.729906536755628,74.69999694824219,74.80999755859375,73.05000305175781,73.9000015258789,67.01380920410156,29409800,0.0066526325936528,0.6443311568819698,1566,180.0,55.0,139.0,202.0,257.0,322.0,61.0,22.0,20.0,1390.0,8.0,723.0,2267.0,33.7239648526407,32.0327692575705,97.0424239755048,27.3945050800307,55.7474242684172,58.9723023245111,693357
2018-10-15,6185.04,6756.0,6149.28,6441.74,16895.8893,8.770553968940048,73.8499984741211,74.62999725341797,73.79000091552734,74.04000091552734,67.14075469970703,15201200,0.0018926514685606,0.6447546008043245,1566,145.0,99.0,189.0,312.0,318.0,543.0,90.0,22.0,15.0,1702.0,18.0,660.0,2577.0,35.6817869785261,46.2273526935665,96.5447186355878,34.7103020390781,56.3071380640491,57.2736715228863,699161
2018-10-16,6438.2,6493.77,6386.4,6461.2,4703.093906,8.773570338039603,74.31999969482422,75.36000061035156,74.0,75.29000091552734,68.2742691040039,12547300,0.0167418359514393,0.6687092249576884,1568,168.0,52.0,167.0,224.0,183.0,373.0,60.0,20.0,18.0,1457.0,13.0,740.0,2121.0,36.5788471367543,49.1716682064355,96.5383045700535,36.7223444210563,56.1269857324418,57.2260918527508,678710
2018-10-17,6457.67,6465.39,6407.69,6437.29,2961.263374,8.76986292308068,75.30999755859375,75.55000305175781,74.33999633789062,74.73999786376953,67.7755126953125,15610600,-0.0073319405468632,0.6749698802336436,1568,140.0,41.0,149.0,149.0,175.0,327.0,65.0,17.0,12.0,1338.0,3.0,710.0,1962.0,35.9857605225352,49.118908834605,96.527658995027,36.2777393596254,54.8990220080224,57.1858686532851,673355
2018-10-18,6440.07,6490.0,6350.0,6396.18,3823.169285,8.763456216146968,74.27999877929688,74.58000183105469,73.0,73.44999694824219,66.60574340820312,19139300,-0.0174105344040738,0.7094714977065032,1568,129.0,28.0,113.0,223.0,221.0,369.0,59.0,15.0,13.0,1333.0,9.0,674.0,1892.0,34.8405645039472,36.918869144938,96.4208011976449,35.6990352297892,52.2669492421165,57.148253441379,654562
2018-10-19,6394.23,6412.4,6355.99,6383.46,2290.059012,8.761465549085843,73.41000366210938,73.88999938964844,72.91999816894531,73.18000030517578,66.36088562011719,17152400,-0.0036826973098378,0.7106919587605404,1565,140.0,32.0,128.0,151.0,166.0,326.0,53.0,19.0,19.0,1244.0,7.0,598.0,1735.0,34.8801122770866,36.9308087586854,96.2913943257834,35.9611650326088,52.2589169666709,57.0715982080951,685189
2018-10-22,6412.62,6429.23,6372.53,6406.06,2407.535462,8.764999696344411,73.29000091552734,73.47000122070312,72.58999633789062,72.93000030517578,66.1341781616211,13675500,-0.0034220825806237,0.6779182592093767,1571,124.0,30.0,128.0,186.0,165.0,343.0,44.0,13.0,16.0,1235.0,6.0,589.0,1677.0,31.4484314662233,21.2924844743282,96.0298159844231,35.9260040530535,52.0693959380142,56.4801752816276,676886
